Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 40291|REDLAND BAY QLD UNI FARM                 |-27.6192|153.3056|QLD |   15.0|1982.7
 58048|RAMORNIE                                 |-29.6000|152.8000|NSW |   33.5|1982.7
 84025|NICHOLSON (YENDALOCK)                    |-37.8506|147.7664|VIC |   11.0|1982.7
 67090|FIDDLETOWN (BLOODWOOD ROAD)              |-33.5684|151.0769|NSW |  200.0|1983.2
 85188|PAYNESVILLE                              |-37.9112|147.7130|VIC |   13.0|1983.3
 70270|COOMA (WOODEND)                          |-36.2118|149.2653|NSW |  855.0|1983.3
  8051|GERALDTON AIRPORT COMPARISON             |-28.7953|114.6975|WA  |   33.0|1983.4
  9102|SUBIACO                                  |-31.9000|115.8000|WA  |   30.2|1983.8
 85069|PAYNESVILLE                              |-37.9000|147.7333|VIC |    3.0|1983.9
 60041|DOYLES RIVER STATE FOREST                |-31.4167|152.1500|NSW |  823.0|1984.0
  8267|NOKANENA                                 |-28.3517|114.5778|WA  |   60.0|1984.1
 61250|PATERSON (TOCAL AWS)                     |-32.6296|151.5919|NSW |   30.0|1984.2
  8168|HOWATHARRA                               |-28.5447|114.6241|WA  |   70.0|1984.2
 68040|MITTAGONG (MAGUIRES CROSSING)            |-34.4833|150.5333|NSW |  580.0|1984.4
  9039|SERPENTINE                               |-32.3536|116.0050|WA  |  120.0|1984.5
 67020|LIVERPOOL (MICHAEL WENDEN CENTRE)        |-33.9214|150.8861|NSW |   20.0|1984.6
 67086|DURAL (OLD NORTHERN ROAD)                |-33.6837|151.0273|NSW |  216.0|1984.7
 68014|CAMPBELLTOWN 1                           |-34.0667|150.8000|NSW |   76.2|1984.8
 70161|COOMA (MYALLA)                           |-36.4238|149.1106|NSW | 1042.0|1984.9
  9172|JANDAKOT AERO                            |-32.1011|115.8794|WA  |   30.0|1985.0
 40162|NUMINBAH STATE FARM                      |-28.1634|153.2126|QLD |  162.0|1985.0
 61096|PATERSON POST OFFICE                     |-32.5997|151.6180|NSW |   21.0|1985.1
 61351|PEATS RIDGE (WARATAH ROAD)               |-33.3102|151.2443|NSW |  280.0|1985.2
 85068|PAYNESVILLE (BANKSIA)                    |-37.9500|147.7000|VIC |    3.7|1985.2
  9595|PERILLUP                                 |-34.5694|117.2497|WA  |  300.0|1985.2
  5024|VLAMINGH HEAD                            |-21.8067|114.1072|WA  |   12.0|1985.3
 58102|GRAFTON SOUTH (SOUTH GRAFTON  (YEERONG)) |-29.7369|152.7852|NSW |   25.0|1985.4
  6004|BOOLOGOORO                               |-24.3333|114.0242|WA  |   20.0|1985.4
  8103|OAKABELLA                                |-28.5000|114.6000|WA  |  107.4|1985.5
  5068|BULLARA                                  |-22.6811|114.0394|WA  |   20.0|1985.6
  9035|NEDLANDS UWA                             |-31.9861|115.8192|WA  |    6.1|1985.6
 68002|AVON DAM MWSDB                           |-34.3500|150.6333|NSW |  300.0|1985.6
 58109|TYALGUM (KERRS LANE)                     |-28.3690|153.1713|NSW |   80.0|1985.7
  9177|SAN ANGELO                               |-31.1216|115.4458|WA  |   60.0|1985.8
  9209|SPRINGDALE                               |-32.4331|116.0289|WA  |  280.0|1985.8
 60106|NUMBER ONE (MURRAYS CREEK)               |-31.6647|152.0637|NSW |  120.0|1985.8
 58045|NYMBOIDA (SUTTON ST)                     |-29.9363|152.7255|NSW |  192.0|1985.9
 70181|GLENFERGUS                               |-36.2500|149.2667|NSW |  950.0|1985.9
  9856|GLENORCHY                                |-33.7000|116.7000|WA  |  224.8|1986.3
  6026|HAMELIN STATION                          |-26.4278|114.1916|WA  |   25.0|1986.4
 58063|CASINO AIRPORT                           |-28.8752|153.0490|NSW |   26.0|1986.4
  9056|FLOREAT PARK                             |-31.9494|115.7928|WA  |   20.0|1986.5
 68043|MINTO SURREY STREET                      |-34.0283|150.8433|NSW |   43.0|1986.5
 58005|BRAYS CREEK (MISTY MOUNTAIN)             |-28.3981|153.1731|NSW |  130.0|1986.6
 61220|YARRAMALONG (LEWENSBROOK)                |-33.2381|151.3003|NSW |   50.0|1986.6
  9151|SUBIACO TREATMENT PLANT                  |-31.9556|115.7928|WA  |   20.0|1986.7
  8134|WHITE PEAK                               |-28.6475|114.6239|WA  |   50.0|1986.8
 84005|BUCHAN                                   |-37.4955|148.1760|VIC |   97.0|1986.8
 61048|MULBRING (VINCENT STREET)                |-32.9029|151.4820|NSW |   31.0|1986.8
 61388|MAITLAND VISITORS CENTRE                 |-32.7422|151.5668|NSW |    5.0|1987.0
 61170|DUNGOG - MAIN CREEK (YERANDA)            |-32.2809|151.7948|NSW |  154.0|1987.0
 40319|ROCKY POINT SUGAR MILL                   |-27.7349|153.3273|QLD |    3.0|1987.1
 68081|CAMPBELLTOWN SWIMMING CENTRE             |-34.0833|150.8167|NSW |   75.0|1987.1
  9609|YOUNGS SIDING                            |-35.0183|117.5289|WA  |  100.0|1987.1
 70050|JIMENBUEN                                |-36.7300|148.8800|NSW |  780.0|1987.1
 70165|ROCK FLAT (OLD POST OFFICE)              |-36.3541|149.1980|NSW |  893.0|1987.1
 67035|LIVERPOOL(WHITLAM CENTRE)                |-33.9272|150.9128|NSW |   20.0|1987.2
  9752|DENBARKER                                |-34.7451|117.3403|WA  |  205.0|1987.3
 68220|MINTO (ALDERNEY STREET)                  |-34.0411|150.8458|NSW |   90.0|1987.4
 84096|BUCHAN SOUTH                             |-37.5455|148.1357|VIC |  235.0|1987.4
 67032|WESTMEAD AUSTRAL AVENUE                  |-33.8144|150.9833|NSW |   26.0|1987.5
 67070|MERRYLANDS (WELSFORD STREET)             |-33.8269|150.9767|NSW |   45.0|1987.6
 58148|LILLIAN ROCK (WILLIAMS ROAD)             |-28.5276|153.1519|NSW |  345.0|1987.6
 40043|CAPE MORETON LIGHTHOUSE                  |-27.0314|153.4661|QLD |   99.9|1987.7
 58208|CASINO AIRPORT AWS                       |-28.8824|153.0618|NSW |   20.9|1987.8
 70299|NUMERALLA (GLOCCA MORRA)                 |-36.1827|149.3467|NSW |  750.0|1987.8
  9068|MELVILLE                                 |-32.0447|115.8214|WA  |   44.0|1987.9
 70239|DELEGATE (WALLENDIBBY EAST)              |-36.8984|148.7425|NSW |  830.0|1987.9
  9635|FRANKLAND                                |-34.3633|117.0836|WA  |  230.0|1988.0
 61035|MAITLAND WEST                            |-32.7000|151.6000|NSW |   12.2|1988.0
 70057|BRAIDWOOD (KRAWARREE)                    |-35.8238|149.6331|NSW |  730.0|1988.1
 67009|GLENFIELD (MACQUARIE)                    |-33.9667|150.9000|NSW |   23.0|1988.2
 84039|TUBBUT                                   |-37.0713|148.5914|VIC |  442.0|1988.2
 61081|WOLLONG                                  |-32.9000|151.5000|NSW |  274.3|1988.3
  6008|CALLAGIDDY STATION                       |-25.0481|114.0294|WA  |   25.0|1988.4
  6025|HAMELIN POOL                             |-26.3994|114.1658|WA  |   15.0|1988.5
 85096|WILSONS PROMONTORY LIGHTHOUSE            |-39.1297|146.4246|VIC |   95.0|1988.5
 61034|EAST MAITLAND BOWLING CLUB               |-32.7483|151.5833|NSW |   12.0|1988.7
 67089|WEST PENNANT HILLS (CUMBERLAND STATE FOR |-33.7459|151.0402|NSW |  120.0|1989.0
 61017|DUNGOG POST OFFICE                       |-32.4022|151.7581|NSW |   55.0|1989.0
 40166|OXENFORD (OBERON WAY)                    |-27.8965|153.3128|QLD |    6.0|1989.0
 66025|WARWICK FARM (LIVERPOOL TREATMENT WORKS) |-33.9194|150.9383|NSW |    5.0|1989.0
 66046|PARRAMATTA                               |-33.8167|151.0000|NSW |   15.2|1989.1
 40550|NUMINBAH                                 |-28.2452|153.2369|QLD |  355.0|1989.2
 68017|CATARACT RIVER                           |-34.2333|150.7500|NSW |  159.0|1989.3
 68009|BURRAWANG (RANGE STREET)                 |-34.5961|150.5187|NSW |  758.0|1989.3
 66124|PARRAMATTA NORTH (MASONS DRIVE)          |-33.7917|151.0181|NSW |   55.0|1989.4
 58036|CHILLINGHAM (LIMPINWOOD)                 |-28.3100|153.2229|NSW |   96.0|1989.4
 70017|COOMA (CARLAMINDA)                       |-36.2667|149.3000|NSW |  800.0|1989.5
 67098|WEST PENNANT HILLS  (ORATAVA AVE)        |-33.7487|151.0449|NSW |  140.0|1989.5
  9668|KURANDA                                  |-33.6739|116.6475|WA  |  240.0|1989.6
  9215|SWANBOURNE                               |-31.9560|115.7619|WA  |   41.0|1989.6
  6039|MINILYA                                  |-23.8497|113.9714|WA  |    3.0|1989.7
 40584|HINZE DAM                                |-28.0481|153.2875|QLD |  110.7|1989.8
 40534|WUNBURRA                                 |-28.1629|153.2641|QLD |  566.0|1990.0
 58057|TYALGUM (WANUNGARA VIEW)                 |-28.3364|153.2236|NSW |  120.0|1990.1
 40269|KARRAGARRA ISLAND                        |-27.6386|153.3775|QLD |    6.0|1990.1
 58078|BENTLEY                                  |-28.7777|153.1133|NSW |   29.0|1990.1
 60015|GLOUCESTER POST OFFICE                   |-32.0063|151.9597|NSW |  105.0|1990.3
 40070|DUNWICH POST OFFICE                      |-27.4973|153.4078|QLD |   20.0|1990.3
 61045|MONKERAI UPPER (REDLEAF)                 |-32.2833|151.8333|NSW |  140.0|1990.6
 40602|GILSTON STATE SCHOOL                     |-28.0333|153.3000|QLD |   21.0|1990.7
 66028|HORNSBY (PRETORIA PARADE)                |-33.7083|151.0839|NSW |  170.0|1990.8
 40537|DUNWICH                                  |-27.5028|153.4136|QLD |   50.0|1991.0
 67117|HOLSWORTHY CONTROL RANGE                 |-33.9795|150.9254|NSW |   40.0|1991.0
 70219|BRAIDWOOD (KHAN YUNIS)                   |-35.8627|149.6395|NSW |  745.0|1991.0
 66085|GRANVILLE RSL BOWLING CLUB               |-33.8361|151.0128|NSW |    8.0|1991.2
 66047|PENNANT HILLS (YARRARA ROAD)             |-33.7324|151.0767|NSW |  173.0|1991.4
 66129|BEECROFT                                 |-33.7500|151.0667|NSW |  135.0|1991.4
 68065|WEDDERBURN                               |-34.1667|150.8167|NSW |  250.0|1991.5
 68001|APPIN CHURCH ST                          |-34.2069|150.7931|NSW |  255.0|1991.6
 58099|WHIPORIE POST OFFICE                     |-29.2823|152.9886|NSW |   50.0|1991.6
  9127|MOSMAN PARK                              |-32.0203|115.7692|WA  |   21.0|1991.6
 66154|HOLDSWORTHY AIR CAVALRY                  |-33.9500|150.9500|NSW |   16.4|1991.6
  9502|BOWELLING                                |-33.4167|116.4767|WA  |  247.0|1991.7
 61046|MORPETH POST OFFICE                      |-32.7254|151.6285|NSW |   12.0|1991.7
 40524|LITTLE NERANG DAM                        |-28.1444|153.2858|QLD |  177.0|1991.7
  8050|GERALDTON TOWN                           |-28.7769|114.6050|WA  |    3.0|1991.9
 60085|YARRAS (MOUNT SEAVIEW)                   |-31.3865|152.2482|NSW |  155.0|1991.9
 40160|NERANG GILSTON RD                        |-28.0092|153.3175|QLD |   25.0|1991.9
 69062|SNOWBALL                                 |-35.9446|149.5876|NSW |  870.0|1991.9
 69000|ARALUEN POST OFFICE                      |-35.6500|149.8167|NSW |  160.0|1992.3
 67052|BEROWRA (GOODWYN ROAD)                   |-33.6250|151.1491|NSW |  225.0|1992.3
 66119|MOUNT KURING-GAI (LEDORA FARM)           |-33.6403|151.1412|NSW |  215.0|1992.4
  9114|LANCELIN                                 |-31.0160|115.3322|WA  |    1.5|1992.4
 40185|RUSSELL ISLAND                           |-27.6450|153.4000|QLD |   10.0|1992.4
 66134|GRANVILLE SHELL REFINERY                 |-33.8322|151.0340|NSW |    3.0|1992.8
 66137|BANKSTOWN AIRPORT AWS                    |-33.9176|150.9837|NSW |    7.2|1992.8
 40192|SPRINGBROOK FORESTRY                     |-28.2264|153.2786|QLD |  806.0|1992.9
 69006|BETTOWYND (BELLARINGAH)                  |-35.6972|149.7914|NSW |  165.0|1993.1
 68018|CORDEAUX NO.1 DAM                        |-34.3333|150.7333|NSW |  340.5|1993.2
  9558|IAWAKIA                                  |-34.6922|117.2347|WA  |  170.0|1993.2
  9192|FREMANTLE                                |-32.0533|115.7647|WA  |   15.0|1993.4
 66008|BROOKLYN (SANDBROOK INLET)               |-33.5479|151.2079|NSW |    1.0|1993.6
 61012|COORANBONG (AVONDALE)                    |-33.0888|151.4626|NSW |   10.0|1993.8
 66063|WAHROONGA RESERVOIR                      |-33.7206|151.1128|NSW |  205.0|1994.0
 66020|EPPING CHESTER STREET                    |-33.7687|151.0852|NSW |   92.0|1994.0
 40074|ERNEST JUNCTION RAIL STN                 |-27.9667|153.3500|QLD |   22.0|1994.1
 70199|NUMERALLA (BADJA COMPOSITE)              |-36.0767|149.5134|NSW | 1040.0|1994.3
  5031|YARDIE CREEK                             |-21.8875|114.0092|WA  |    6.0|1994.3
 61108|GOSFORD STATE NURSERY                    |-33.4000|151.3000|NSW |  200.0|1994.4
 84144|MOUNT NOWA NOWA                          |-37.6924|148.0908|VIC |  350.0|1994.5
 66055|LIDCOMBE (CARNARVON GOLF CLUB)           |-33.8667|151.0333|NSW |   21.3|1994.5
 40849|COOMBABAH WATER TREATMENT PLANT          |-27.9136|153.3657|QLD |    3.0|1994.5
 58011|CHILLINGHAM                              |-28.3132|153.2759|NSW |   39.0|1994.6
  9017|FREMANTLE                                |-32.0550|115.7500|WA  |    5.0|1994.8
 68054|ROBERTSON (CAALONG STREET)               |-34.5847|150.5929|NSW |  756.0|1994.9
 61093|OURIMBAH (DOG TRAP ROAD)                 |-33.3639|151.3276|NSW |  195.0|1995.1
 58024|GRAFTON CITY COUNCIL                     |-29.7000|152.9000|NSW |    6.4|1995.2
 59000|BELLBROOK (EAST STREET)                  |-30.8141|152.5129|NSW |   95.0|1995.2
 66050|POTTS HILL RESERVOIR                     |-33.8889|151.0294|NSW |   48.0|1995.3
 66087|EASTWOOD BOWLING CLUB                    |-33.7933|151.0862|NSW |   74.0|1995.3
  9858|SYLVAN LOCH                              |-33.6500|116.5667|WA  |  220.0|1995.4
  9538|DWELLINGUP                               |-32.7103|116.0594|WA  |  267.0|1995.4
 66003|BANKSTOWN (CONDELL PARK)                 |-33.9167|151.0167|NSW |   10.0|1995.6
 60042|CRAVEN (LONGVIEW)                        |-32.1532|151.9511|NSW |  130.0|1995.7
 68016|CATARACT DAM                             |-34.2644|150.8062|NSW |  340.0|1995.7
  9131|JURIEN BAY                               |-30.3081|115.0311|WA  |    1.6|1995.9
 66158|TURRAMURRA (KISSING POINT ROAD)          |-33.7366|151.1271|NSW |  160.0|1996.0
 58129|KUNGHUR (THE JUNCTION)                   |-28.4696|153.2532|NSW |   61.0|1996.1
 61082|WYEE (WYEE FARMS RD)                     |-33.1793|151.4410|NSW |   40.0|1996.2
 58044|NIMBIN POST OFFICE                       |-28.5966|153.2233|NSW |   70.0|1996.2
 66054|REVESBY (PATEN STREET)                   |-33.9474|151.0065|NSW |   15.0|1996.3
 68055|ROBERTSON WATER SUPPLY                   |-34.6000|150.6000|NSW |  740.0|1996.4
  9637|DENMARK RES.STN.                         |-34.9511|117.3700|WA  |   18.0|1996.4
 70010|BUNGARBY (MERAMBEGO)                     |-36.7333|149.0000|NSW |  781.0|1996.4
 66195|SYDNEY OLYMPIC PARK (SYDNEY OLYMPIC PK ( |-33.8521|151.0646|NSW |   28.0|1996.4
 68117|ROBERTSON (ST.ANTHONYS)                  |-34.5900|150.6085|NSW |  760.0|1996.5
  9194|MEDINA RESEARCH CENTRE                   |-32.2208|115.8075|WA  |   14.0|1996.6
 61087|GOSFORD (NARARA RESEARCH STATION) AWS    |-33.3949|151.3289|NSW |   20.0|1996.7
 66156|MACQUARIE PARK (WILLANDRA VILLAGE)       |-33.7791|151.1121|NSW |   65.0|1996.8
 66109|HUNTERS HILL (THE BUNGALOW)              |-33.8000|151.1000|NSW |   66.6|1996.8
  8141|WILLIGULLI NORTH                         |-28.3811|114.4531|WA  |  100.0|1996.9
 68082|YALWAL                                   |-34.9325|150.3867|NSW |  110.0|1997.0
 61059|PINE BRUSH                               |-32.5000|151.8000|NSW |   36.8|1997.0
 66164|ROOKWOOD (HAWTHORNE AVE)                 |-33.8771|151.0577|NSW |   41.0|1997.1
 84028|NOWA NOWA                                |-37.7279|148.0958|VIC |   30.0|1997.3
 59100|ORAMA (DARKWOOD ROAD)                    |-30.4345|152.6754|NSW |   75.0|1997.3
 58130|GRAFTON OLYMPIC POOL                     |-29.6823|152.9278|NSW |    9.0|1997.3
 84014|DELLICKNORA  (TELLICURA)                 |-37.1060|148.6863|VIC |  585.0|1997.6
 59013|DORRIGO POST OFFICE                      |-30.3422|152.7117|NSW |  731.0|1997.6
 66057|RYDE PUMPING STATION                     |-33.8167|151.1000|NSW |   24.4|1997.7
 59067|DORRIGO (MYRTLE ST)                      |-30.3439|152.7128|NSW |  740.0|1997.8
  9531|DENMARK                                  |-34.9617|117.3567|WA  |   20.0|1998.1
 60121|ELANDS (BLACK SANDS CREEK)               |-31.5667|152.2401|NSW |  660.0|1998.1
 66157|PYMBLE (CANISIUS COLLEGE)                |-33.7371|151.1521|NSW |  165.0|1998.2
 68036|KANGAROO VALLEY (MAIN RD)                |-34.7358|150.5332|NSW |   85.0|1998.2
 59140|DORRIGO (OLD CORAMBA RD)                 |-30.3444|152.7187|NSW |  746.0|1998.4
 66064|CONCORD WALKER HOSPITAL                  |-33.8333|151.1000|NSW |    7.6|1998.5
 61010|CLARENCE TOWN (PRINCE ST)                |-32.5865|151.7743|NSW |   24.0|1998.5
 68031|BURRUER (ILLAROO)                        |-34.8667|150.4500|NSW |   20.0|1998.6
 58077|GRAFTON RESEARCH STN                     |-29.6224|152.9605|NSW |   25.0|1998.7
 60090|BIRDWOOD                                 |-31.3422|152.3410|NSW |  135.0|1998.7
 68070|WORONORA DAM                             |-34.1167|150.9333|NSW |  177.0|1998.8
 66070|STRATHFIELD GOLF CLUB                    |-33.8851|151.0728|NSW |   21.0|1998.8
 66120|GORDON GOLF CLUB                         |-33.7619|151.1463|NSW |   84.0|1998.9
 59035|TOWALLUM (MAXWELTON)                     |-30.0064|152.8403|NSW |   95.0|1999.0
 58074|KANGAROO CREEK (JALOOM)                  |-29.9312|152.8659|NSW |   68.0|1999.0
  9525|CULICUP ESTATE                           |-33.8742|116.6544|WA  |  240.0|1999.1
 60037|BUNDOOK (GLENHAUGH)                      |-31.8867|152.1117|NSW |   60.0|1999.2
 58025|SOUTH GRAFTON POST OFFICE                |-29.7067|152.9400|NSW |    6.0|1999.2
 61043|MILLERS FOREST SCHOOL                    |-32.7500|151.7000|NSW |    6.0|1999.2
 84029|NOWA NOWA (WAIREWA)                      |-37.6667|148.1833|VIC |   61.0|1999.3
 61023|GOSFORD (GERTRUDE PLACE)                 |-33.4336|151.3381|NSW |    4.0|1999.4
 66013|CONCORD GOLF CLUB                        |-33.8523|151.0985|NSW |   15.0|1999.4
 59120|THUMB CREEK (FIGTREE)                    |-30.6801|152.6079|NSW |   90.0|1999.4
 66078|LUCAS HEIGHTS (ANSTO)                    |-34.0517|150.9800|NSW |  140.0|1999.4
  9673|BOKERUP                                  |-34.2511|116.8767|WA  |  280.0|1999.6
 40484|CURRIGEE                                 |-27.8881|153.4231|QLD |   10.0|1999.6
  9843|FRANKLAND VINEYARDS                      |-34.4417|116.9944|WA  |  230.0|1999.7
 61083|WYONG (WYONG GOLF CLUB)                  |-33.2720|151.4321|NSW |   37.0|1999.8
 40190|SOUTHPORT RIDGEWAY AVE                   |-27.9829|153.4056|QLD |   17.0|1999.9
 61322|TORONTO WWTP                             |-33.0025|151.5794|NSW |   10.0|2000.1
  9854|AV-A-REST                                |-33.8017|116.6000|WA  |  300.0|2000.1
 61318|WOY WOY (EVERGLADES COUNTRY CLUB)        |-33.5008|151.3092|NSW |    3.0|2000.1
 66032|LINDFIELD WEST                           |-33.7822|151.1486|NSW |   60.0|2000.1
 40175|POINT LOOKOUT BOWLS CLUB                 |-27.4276|153.5216|QLD |    9.0|2000.2
 58138|KANGAROO CREEK  (HAYFIELD)               |-29.8544|152.9030|NSW |   45.0|2000.2
 84083|LAKES ENTRANCE                           |-37.8692|147.9961|VIC |   43.0|2000.2
 59055|TOOROOKA (MOPARRABAH)                    |-30.9699|152.5110|NSW |   80.0|2000.6
  9749|FAIRBRIDGE                               |-32.6042|115.9464|WA  |   35.0|2000.8
  9064|KWINANA BP REFINERY                      |-32.2258|115.7611|WA  |    4.0|2001.0
 40764|GOLD COAST SEAWAY                        |-27.9390|153.4283|QLD |    3.0|2001.2
 84022|LAKES ENTRANCE POST OFFICE               |-37.8833|148.0000|VIC |    5.0|2001.5
 61011|COCKLE CREEK (PASMINCO METALS)           |-32.9456|151.6267|NSW |    9.0|2001.6
 66017|FIVE DOCK (BARNWELL PARK GOLF COURSE)    |-33.8681|151.1190|NSW |    4.0|2001.9
  9661|ROCKY GULLY TOWN                         |-34.5097|117.0117|WA  |  200.0|2001.9
 59021|MEGAN (THE MOUNT)                        |-30.2833|152.7833|NSW |  716.3|2002.5
 40599|CAMBERRA                                 |-28.2000|153.3833|QLD |  396.0|2002.5
 68024|DARKES FOREST (KINTYRE)                  |-34.2272|150.9111|NSW |  370.0|2002.7
 40209|POINT LOOKOUT                            |-27.4361|153.5456|QLD |   41.0|2002.7
 58020|MURWILLUMBAH (DUNGAY (TALESWOOD))        |-28.2888|153.3651|NSW |   20.0|2002.7
 68019|CORDEAUX NO.2 DAM                        |-34.4333|150.7833|NSW |  300.0|2002.8
 58067|TOMEWIN (BORDER GATE)                    |-28.2406|153.3778|NSW |  330.0|2002.9
 66131|RIVERVIEW OBSERVATORY                    |-33.8258|151.1556|NSW |   40.0|2002.9
 66056|ROSEVILLE BOWLING CLUB                   |-33.7833|151.1833|NSW |  116.0|2003.2
 61064|RAYMOND TERRACE POST OFFICE              |-32.7617|151.7400|NSW |    3.0|2003.3
 66194|CANTERBURY RACECOURSE AWS                |-33.9057|151.1134|NSW |    3.0|2003.4
 84013|DELEGATE RIVER                           |-37.0667|148.8000|VIC |  980.0|2003.4
 70067|NIMMITABEL WASTEWATER TREATMENT FACILITY |-36.5112|149.2794|NSW | 1075.0|2003.4
 61031|RAYMOND TERRACE (KINROSS)                |-32.7734|151.7362|NSW |   10.0|2003.5
 58147|THE CHANNON                              |-28.6792|153.2775|NSW |   25.0|2003.5
 58019|DOON DOON (MCCABES ROAD)                 |-28.5314|153.3151|NSW |  230.0|2003.6
 40417|MIAMI BARDON AVE                         |-28.0686|153.4241|QLD |    5.0|2003.6
 84045|LAKE TYERS                               |-37.8526|148.0639|VIC |   21.0|2003.8
 66049|PENSHURST                                |-33.9667|151.0833|NSW |   70.0|2003.9
 68023|DAPTO WEST (STANE DYKES)                 |-34.4708|150.7736|NSW |   42.0|2004.0
  9036|ROCKINGHAM POST OFFICE                   |-32.2842|115.7550|WA  |    6.0|2004.0
  9647|WEREROA                                  |-34.9506|117.2769|WA  |  140.0|2004.1
 61063|RATHMINES AMO                            |-33.0500|151.6000|NSW |    9.0|2004.1
 66000|ASHFIELD BOWLING CLUB                    |-33.8850|151.1344|NSW |   25.0|2004.1
 68063|WATERFALL (GARRAWARRA H)                 |-34.1667|150.9667|NSW |  280.0|2004.2
 84002|BONANG                                   |-37.1712|148.7228|VIC |  673.0|2004.6
  9511|ELSFIELD                                 |-32.7000|115.9500|WA  |   64.2|2004.7
 66010|CHATSWOOD COUNCIL DEPOT                  |-33.8014|151.1917|NSW |   96.0|2004.8
  9690|CONDINUP                                 |-33.7619|116.5214|WA  |  230.0|2004.9
 84049|BONANG (GOOMGERAH)                       |-37.2000|148.7000|VIC |  780.0|2004.9
 66080|CASTLE COVE (ROSEBRIDGE AVE)             |-33.7809|151.2044|NSW |   75.0|2004.9
 70084|TOMBONG (OLD TOMBONG)                    |-36.9325|148.9393|NSW |  800.0|2004.9
 66004|BEXLEY BOWLING CLUB                      |-33.9430|151.1098|NSW |   30.0|2005.0
 68161|WATTAMOLLA                               |-34.7333|150.6167|NSW |  130.0|2005.0
 66018|EARLWOOD BOWLING CLUB                    |-33.9333|151.1167|NSW |   31.1|2005.1
 58037|LISMORE (CENTRE STREET)                  |-28.8070|153.2628|NSW |   11.0|2005.3
  9964|ROCKY GULLY                              |-34.5714|117.0106|WA  |  250.0|2005.4
 58158|MURWILLUMBAH (BRAY PARK)                 |-28.3395|153.3809|NSW |    8.0|2005.4
 58059|ULMARRA (NEWSAGENCY)                     |-29.6309|153.0287|NSW |    5.0|2005.4
  9533|DINNINUP                                 |-33.8394|116.5600|WA  |  203.0|2005.4
 66012|CHATSWOOD WATER SUPPLY                   |-33.8000|151.2000|NSW |  103.0|2005.5
 60046|BOBIN (BOBIN CREEK)                      |-31.6877|152.2688|NSW |  165.0|2005.5
 68056|SHERBROOKE                               |-34.3000|150.9000|NSW |  356.6|2005.6
 40196|TALLEBUDGERA GUINEAS CREEK ROAD          |-28.1400|153.4293|QLD |   13.0|2005.6
 58214|LISMORE AIRPORT AWS                      |-28.8305|153.2601|NSW |    9.2|2005.6
 68039|MADDENS CREEK                            |-34.2500|150.9333|NSW |  330.0|2005.8
 66182|FRENCHS FOREST (FRENCHS FOREST RD)       |-33.7493|151.2334|NSW |  158.0|2005.8
 68190|WATTAMOLLA (TAMOL)                       |-34.7371|150.6236|NSW |  130.0|2005.8
 66060|SUTHERLAND MWSDB                         |-34.0333|151.0667|NSW |  121.0|2005.9
 66128|PALM BEACH (SUNRISE ROAD)                |-33.5965|151.3221|NSW |   60.0|2005.9
  9523|ILLALANGI                                |-34.9728|117.2669|WA  |  200.0|2006.1
 66001|AUDLEY NATIONAL PARK BOTTOM ST           |-34.0667|151.0500|NSW |   23.0|2006.2
 68028|HELENSBURGH (SAWAN ST)                   |-34.1908|150.9746|NSW |  238.0|2006.2
 68086|MOUNT KEIRA SCOUT CAMP                   |-34.4031|150.8433|NSW |  310.0|2006.2
 61390|NEWCASTLE UNIVERSITY                     |-32.8906|151.7068|NSW |   21.0|2006.2
 60012|ELANDS POST OFFICE                       |-31.6333|152.3000|NSW |  570.0|2006.3
 66036|MARRICKVILLE GOLF CLUB                   |-33.9186|151.1402|NSW |    6.0|2006.3
  6087|BRICKHOUSE WOOLSHED                      |-24.8167|113.8333|WA  |   17.0|2006.6
 59034|HICKEYS CREEK (MILLBANK (LINDALE))       |-30.8765|152.6121|NSW |   73.0|2006.7
 40609|ELANORA WATER TREATMENT PLANT            |-28.1178|153.4457|QLD |    4.0|2006.7
 59033|THORA POST OFFICE                        |-30.4252|152.7789|NSW |   45.0|2006.8
 58042|MURWILLUMBAH POST OFFICE                 |-28.3167|153.4000|NSW |    5.8|2006.8
 68022|DAPTO BOWLING CLUB                       |-34.5000|150.7885|NSW |   10.0|2006.8
 68177|MADDENS PLAINS (BOOMERANG GOLF LINKS)    |-34.2517|150.9444|NSW |  390.0|2006.8
 66067|WOLLSTONECRAFT                           |-33.8333|151.2000|NSW |   52.7|2007.2
 60062|WAUKIVORY (THE RANCH)                    |-32.1325|152.0889|NSW |  340.0|2007.3
  6009|CARDABIA                                 |-23.1044|113.8038|WA  |    6.0|2007.4
  8075|LYNTON                                   |-28.2103|114.3050|WA  |   15.0|2007.4
 61294|AVOCA BEACH BOWLING CLUB                 |-33.4666|151.4123|NSW |    7.0|2007.4
 60103|KRAMBACH (TIPPERARY)                     |-32.0641|152.1243|NSW |  180.0|2007.7
 59004|BROOKLANA (BOBO NURSERY)                 |-30.2500|152.8500|NSW |  485.0|2007.7
  9506|BANGALUP                                 |-34.4678|116.9169|WA  |  180.0|2007.7
  6084|WARROORA                                 |-23.4836|113.7926|WA  |   20.0|2007.7
 58021|DUNOON                                   |-28.6875|153.3186|NSW |  167.6|2007.7
 61071|STROUD POST OFFICE                       |-32.4027|151.9664|NSW |   44.0|2007.7
