Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 15540|ALICE SPRINGS POST OFFICE                |-23.7100|133.8683|NT  |  580.0|  0.0
 15590|ALICE SPRINGS AIRPORT                    |-23.7951|133.8890|NT  |  546.0|  8.8
 15623|UNDOOLYA                                 |-23.6939|134.0352|NT  |  558.0| 16.8
 15631|BOND SPRINGS HOMESTEAD                   |-23.5406|133.9211|NT  |  764.0| 17.7
 15564|OWEN SPRINGS                             |-23.8754|133.4704|NT  |  598.0| 43.1
 15501|YAMBAH                                   |-23.1274|133.8360|NT  |  700.0| 58.3
 15553|HAMILTON DOWNS                           |-23.5092|133.2677|NT  |  594.0| 63.3
 15645|DEEP WELL                                |-24.2992|134.1439|NT  |  434.0| 65.0
 15619|TODD RIVER                               |-23.8398|134.5089|NT  |  427.0| 65.4
 15617|SANTA TERESA                             |-24.1308|134.3736|NT  |  427.0| 65.8
 15521|THE GARDEN                               |-23.2837|134.4229|NT  |  678.0| 70.0
 15508|ALLAMBI                                  |-24.2691|134.4028|NT  |  366.0| 77.3
 15594|ARLTUNGA                                 |-23.4564|134.6849|NT  |  661.0| 85.5
 15615|RODINGA RAILWAY SIDING                   |-24.5567|134.0817|NT  |  386.0| 87.3
 15588|AMBALINDUM                               |-23.3845|134.6841|NT  |  656.0| 87.8
 15536|MARYVALE                                 |-24.6685|134.0721|NT  |  365.0| 98.0
 15552|HENBURY                                  |-24.5521|133.2520|NT  |  432.0|104.4
 15503|MOUNT RIDDOCK                            |-23.0364|134.6801|NT  |  606.0|105.5
 15593|ALCOOTA                                  |-22.8211|134.4508|NT  |  595.5|106.3
 15546|RINGWOOD                                 |-23.8287|134.9556|NT  |  416.0|109.4
 15531|HERMANNSBURG                             |-23.9450|132.7749|NT  |  565.0|111.8
 15633|PALM VALLEY                              |-24.0637|132.7448|NT  |  520.0|117.8
 15543|AILERON                                  |-22.6459|133.3457|NT  |  684.0|118.6
 15533|BUNDOOMA RAILWAY SIDING                  |-24.8983|134.2567|NT  |  353.0|125.0
 15643|TERRITORY GRAPE FARM                     |-22.4518|133.6377|NT  |  565.6|127.9
 15524|IDRACOWRA                                |-24.9949|133.7876|NT  |  366.0|128.7
 15626|WOODGREEN                                |-22.3959|134.2333|NT  |  564.0|136.4
 15661|MOUNT SKINNER                            |-22.2109|134.1182|NT  |  530.0|152.0
 15557|TEMPE DOWNS                              |-24.3996|132.4525|NT  |  518.0|157.5
 15577|DELMORE DOWNS                            |-22.4515|134.8189|NT  |  503.0|157.7
 15610|INDIANA                                  |-23.3292|135.4400|NT  |  442.0|161.7
 15583|AREYONGA                                 |-24.0732|132.2712|NT  |  673.0|163.8
 15518|NAPPERBY                                 |-22.5096|132.7525|NT  |  652.0|163.9
 15520|TEA TREE WELL                            |-22.1333|133.4167|NT  |  552.0|164.0
 15523|GLEN HELEN                               |-23.4062|132.2437|NT  |  669.0|165.3
 15574|ERLDUNDA                                 |-25.2219|133.1955|NT  |  406.0|165.5
 15614|RUMBALARA                                |-25.3333|134.4833|NT  |  320.0|173.6
 15601|THE DERWENT                              |-23.1728|132.1498|NT  |  604.0|180.1
 15567|CENTRAL MOUNT WEDGE                      |-22.7415|132.1554|NT  |  616.0|196.8
 15572|STIRLING                                 |-21.7325|133.7633|NT  |  485.0|198.0
 15526|FINKE POST OFFICE                        |-25.5833|134.5667|NT  |  267.0|199.9
 15542|ANNINGIE                                 |-21.8481|133.1228|NT  |  556.0|200.6
 15612|PAPUNYA                                  |-23.2044|131.9156|NT  |  608.0|201.7
 15535|CONISTON                                 |-22.0498|132.4950|NT  |  680.0|215.5
 15525|BARROW CREEK                             |-21.5317|133.8901|NT  |  510.5|217.8
 15600|NEW CROWN                                |-25.6771|134.8330|NT  |  216.0|219.1
 15603|KULGERA                                  |-25.8428|133.3027|NT  |  508.6|220.7
 15510|MOUNT CAVENAGH                           |-25.9551|133.2110|NT  |  524.0|233.9
 15607|MOUNT DENISON                            |-22.1310|132.0813|NT  |  617.0|238.5
 15585|AMMAROO                                  |-21.7507|135.2382|NT  |  396.0|239.1
 15652|WATARRKA                                 |-24.2918|131.5490|NT  |  614.0|239.1
 15602|JERVOIS                                  |-22.9494|136.1442|NT  |  328.0|240.0
 15624|VICTORY DOWNS                            |-25.9891|132.9748|NT  |  549.3|244.8
 15597|CHARLOTTE WATERS                         |-25.9333|134.9167|NT  |  182.0|245.8
 15528|YUENDUMU                                 |-22.2565|131.8011|NT  |  667.0|252.7
 17000|ABMINGA RAILWAY SIDING                   |-26.1317|134.8517|SA  |  217.0|261.4
 15511|CURTIN SPRINGS                           |-25.3139|131.7571|NT  |  489.6|265.1
 17070|MOUNT DARE                               |-26.0702|135.2471|SA  |  150.0|273.3
 15569|WILLOWRA                                 |-21.2759|132.6230|NT  |  487.0|273.4
 15502|ALI CURUNG                               |-21.0025|134.4029|NT  |  375.0|276.0
 15608|MURRAY DOWNS                             |-21.0435|134.6753|NT  |  400.0|278.6
 15534|OORATIPPRA                               |-21.9041|136.0741|NT  |  326.0|285.1
 15611|NEWHAVEN                                 |-22.7231|131.1690|NT  |  609.0|287.4
 17069|ILBUNGA                                  |-26.4217|135.0333|SA  |  190.0|295.1
 15530|ELKEDRA                                  |-21.1661|135.4460|NT  |  356.0|299.3
 16097|ERNABELLA (PUKATJA)                      |-26.2635|132.1771|SA  |  703.2|306.3
 16013|ERNABELLA                                |-26.2925|132.1283|SA  |  676.0|311.4
 15620|TARLTON DOWNS                            |-22.6577|136.7998|NT  |  283.5|311.5
 16083|HAMILTON STATION                         |-26.7134|135.0782|SA  |  170.0|323.8
 15527|AYERS ROCK                               |-25.3400|131.0583|NT  |  526.0|324.9
 15635|YULARA AIRPORT                           |-25.1896|130.9737|NT  |  492.0|325.1
 15660|ULURU RANGERS                            |-25.3602|131.0196|NT  |  530.0|329.2
 15537|KURUNDI                                  |-20.5003|134.6620|NT  |  400.0|330.6
 15554|VAUGHAN SPRINGS                          |-22.2984|130.8500|NT  |  610.0|333.2
 15584|ARGADARGADA                              |-21.6743|136.6654|NT  |  289.0|345.9
 16047|TODMORDEN                                |-27.1391|134.7575|SA  |  200.0|354.3
 15657|EPENARRA                                 |-20.4445|135.2627|NT  |  312.0|355.1
 16085|MARLA POLICE STATION                     |-27.3002|133.6201|SA  |  323.0|359.9
 15587|ANNITOWA                                 |-21.2103|136.4749|NT  |  275.0|361.1
 15139|WARRAMUNGA                               |-19.9331|134.3550|NT  |  381.0|380.8
 17001|ALBERGA                                  |-27.2000|135.4333|SA  |  118.0|382.5
 17030|MACUMBA                                  |-27.2533|135.6492|SA  |  120.0|396.6
 15087|TENNANT CREEK POST OFFICE                |-19.6475|134.1896|NT  |  376.5|407.5
 15135|TENNANT CREEK AIRPORT                    |-19.6423|134.1833|NT  |  375.7|408.0
 17044|OODNADATTA POST OFFICE                   |-27.5458|135.4433|SA  |  117.0|414.7
 17114|OODNADATTA                               |-27.5498|135.4484|SA  |  120.0|415.2
 17043|OODNADATTA AIRPORT                       |-27.5553|135.4456|SA  |  116.5|415.6
 16093|ARCKARINGA STATION                       |-27.9375|134.7390|SA  |  150.0|431.6
 17033|MOUNT DUTTON                             |-27.8150|135.7150|SA  |   90.0|450.1
 15664|WALUNGURRU AIRPORT                       |-23.2656|129.3844|NT  |  454.3|450.6
 15034|WONARAH                                  |-19.8983|136.3358|NT  |  240.0|454.1
 15090|FREWENA                                  |-19.4350|135.4017|NT  |  228.0|454.2
 16082|MOUNT BARRY STATION                      |-28.2415|134.9899|SA  |  130.0|466.8
 15040|SOUDAN                                   |-20.0519|137.0188|NT  |  225.0|482.8
 15019|LAKE NASH                                |-20.9645|137.9214|NT  |  194.0|489.5
 37043|URANDANGI                                |-21.6119|138.3136|QLD |  174.0|491.6
 15067|BANKA BANKA                              |-18.7920|134.0297|NT  |  299.0|492.1
 15036|ALROY DOWNS                              |-19.2961|136.0711|NT  |  229.0|493.3
 15027|ROCKHAMPTON DOWNS                        |-18.9488|135.1935|NT  |  224.6|494.2
 38010|GLENORMISTON                             |-22.9161|138.8042|QLD |  138.0|499.9
 37024|HEADINGLY STATION                        |-21.3225|138.2906|QLD |  243.8|502.6
 17023|EDWARDS CREEK                            |-28.3325|135.8483|SA  |  126.0|502.9
 37011|CARANDOTTA STATION                       |-21.9714|138.6117|QLD |  170.0|505.2
 15004|AUSTRAL DOWNS                            |-20.5020|137.7745|NT  |  193.0|505.5
 15108|MUCKATY                                  |-18.6284|133.8720|NT  |  280.0|508.2
 15026|RANKEN RIVER                             |-19.6014|136.9078|NT  |  250.0|511.1
 15005|AVON DOWNS                               |-20.0297|137.4907|NT  |  205.0|516.4
 15555|TANAMI DOWNS                             |-20.5649|129.7252|NT  |  305.0|520.2
 38025|SANDRINGHAM                              |-24.0517|139.0639|QLD |   87.0|520.7
 15548|RABBIT FLAT                              |-20.1883|130.0161|NT  |  340.0|521.9
 15666|RABBIT FLAT                              |-20.1823|130.0148|NT  |  340.0|522.4
 15015|HELEN SPRINGS                            |-18.4337|133.8775|NT  |  288.0|527.6
 16007|COOBER PEDY                              |-29.0040|134.7564|SA  |  215.0|536.8
 16090|COOBER PEDY AIRPORT                      |-29.0347|134.7222|SA  |  225.0|539.3
 15088|ALEXANDRIA                               |-19.0577|136.7065|NT  |  274.0|545.0
 15085|BRUNETTE DOWNS                           |-18.6370|135.9450|NT  |  218.0|548.2
 37003|BARKLY DOWNS                             |-20.4661|138.4683|QLD |  240.0|562.9
 15083|POWELL CREEK                             |-18.0800|133.6750|NT  |  239.3|563.3
 38000|BEDOURIE                                 |-24.3597|139.4714|QLD |   91.4|564.1
 17004|ANNA CREEK                               |-28.8921|136.1688|SA  |  105.0|567.0
 37010|CAMOOWEAL TOWNSHIP                       |-19.9225|138.1214|QLD |  231.2|569.5
 37072|ARDMORE STATION                          |-21.6478|139.1832|QLD |  291.0|570.1
 13017|GILES METEOROLOGICAL OFFICE              |-25.0341|128.3010|WA  |  598.0|572.3
 37035|OBAN STATION                             |-21.2339|139.0464|QLD |  282.0|574.0
 17053|WILLIAM CREEK                            |-28.9062|136.3386|SA  |   74.0|575.4
 38005|CLUNY                                    |-24.5081|139.5881|QLD |   93.0|577.5
 38014|MARION DOWNS                             |-23.3650|139.6556|QLD |  124.0|579.8
 38009|GLENGYLE                                 |-24.7856|139.5919|QLD |   72.0|582.4
 15125|MITTIEBAH                                |-18.8052|137.0879|NT  |  268.0|586.7
 38026|BIRDSVILLE AIRPORT                       |-25.8975|139.3472|QLD |   46.6|589.9
 38002|BIRDSVILLE POLICE STATION                |-25.9003|139.3492|QLD |   37.0|590.2
 14857|SUPLEJACK                                |-19.2800|129.9424|NT  |  452.0|591.9
 15081|ANTHONY LAGOON                           |-17.9777|135.5322|NT  |  213.0|596.9
 17020|MUNGERANIE (COWARIE)                     |-27.7025|138.3358|SA  |   19.0|599.2
 37017|DAJARRA HOTEL                            |-21.6944|139.5128|QLD |  328.0|599.4
 16087|COOBER PEDY (INGOMAR)                    |-29.6403|134.7870|SA  |  146.0|600.1
 17016|CLIFTON HILLS                            |-27.0181|138.8949|SA  |   32.0|601.7
 15103|UCHARONIDGE                              |-17.6744|134.2510|NT  |  253.0|604.8
 14713|GALLIPOLI                                |-19.1385|137.8734|NT  |  276.0|607.8
 38020|ROSEBERTH STATION                        |-25.7900|139.5856|QLD |   47.0|608.4
 38003|BOULIA AIRPORT                           |-22.9117|139.9039|QLD |  161.8|608.8
 37055|FLORA DOWNS                              |-20.1153|138.8036|QLD |  300.0|610.6
 37008|BUCKINGHAM DOWNS                         |-22.0764|139.7581|QLD |  240.0|611.2
 16059|TARCOOLA (MOBELLA)                       |-29.8113|133.3603|SA  |  179.0|612.2
 38052|MUDGEACCA                                |-23.0581|139.9583|QLD |  137.0|612.5
 29040|MORSTONE STATION                         |-19.5261|138.3664|QLD |  250.0|614.3
 15131|ELLIOTT                                  |-17.5552|133.5439|NT  |  220.0|616.3
 17013|BERESFORD                                |-29.2431|136.6581|SA  |   27.0|619.7
 16027|COOBER PEDY (MCDOUALL PEAK)              |-29.8409|134.9035|SA  |  150.0|621.8
 37041|STRADBROKE STATION                       |-21.5647|139.7231|QLD |  330.0|623.5
 16006|TARCOOLA (COMMONWEALTH HILL)             |-29.9434|134.1506|SA  |  181.0|624.0
 29080|NORFOLK STATION                          |-19.3142|138.3322|QLD |  250.0|626.5
 14829|LAJAMANU AIRPORT                         |-18.3324|130.6361|NT  |  315.6|627.4
 29047|UNDILLA STATION                          |-19.6241|138.6387|QLD |  250.0|628.1
 37103|ELROSE STATION                           |-22.8156|140.1100|QLD |  107.7|630.5
 16066|MIRIKATA                                 |-29.8767|135.2464|SA  |  204.0|631.9
 29061|HERBERT VALE                             |-18.9519|138.0530|QLD |  250.0|633.6
 15089|NEWCASTLE WATERS POST OFFICE             |-17.3833|133.4000|NT  |  210.0|634.4
 29130|MIM RIFLE CREEK                          |-20.9542|139.5861|QLD |  423.5|634.7
 37057|BUSHY PARK                               |-21.2622|139.7247|QLD |  392.0|634.7
 15086|NEWCASTLE WATERS                         |-17.3785|133.4103|NT  |  209.0|634.8
 37034|THE MONUMENT AIRPORT                     |-21.8125|139.9267|QLD |  288.4|634.9
 29126|MOUNT ISA MINE                           |-20.7361|139.4817|QLD |  381.0|635.3
 29125|MOUNT ISA POST OFFICE                    |-20.7333|139.4833|QLD |  356.0|635.5
 29127|MOUNT ISA AERO                           |-20.6778|139.4875|QLD |  340.3|638.5
 38072|WESTWARD HO                              |-23.0483|140.2317|QLD |  145.0|639.8
 17021|COWARD SPRINGS                           |-29.4025|136.8108|SA  |   16.0|640.8
 38006|COORABULKA                               |-23.7308|140.3075|QLD |  146.3|643.9
 37019|DUCHESS HOTEL                            |-21.3564|139.8653|QLD |  350.0|644.2
 17067|MUNGERANIE                               |-28.0183|138.6637|SA  |   60.0|644.6
 16048|THE TWINS STATION                        |-29.9964|135.3911|SA  |  185.0|646.8
 16031|TARCOOLA (MULGATHING)                    |-30.2406|133.9885|SA  |  198.0|653.2
 16003|BULGUNNIA                                |-30.1658|134.8928|SA  |  165.0|653.7
 14720|BENMARA                                  |-17.9180|136.9056|NT  |  229.0|654.0
 14830|CATTLE CREEK                             |-17.5967|131.5445|NT  |  189.0|654.0
 29118|CALTON HILLS STATION                     |-20.1444|139.4142|QLD |  350.0|659.3
 29121|WEST LEICHHARDT STATION                  |-20.5958|139.6939|QLD |  280.0|660.6
 37013|CHATSWORTH                               |-21.9744|140.2964|QLD |  260.0|665.8
 16028|MILLERS CREEK                            |-30.0047|136.0445|SA  |  120.0|666.0
 17036|MUNGERANIE (MULKA)                       |-28.3525|138.6534|SA  |   58.0|666.7
 37048|WARENDA                                  |-22.6372|140.4958|QLD |  190.0|671.4
 16030|MOUNT EBA                                |-30.1809|135.6629|SA  |  158.0|671.5
 29066|RIVERSLEIGH STATION                      |-19.0284|138.7400|QLD |  150.0|675.7
 38015|MONKIRA                                  |-24.8217|140.5558|QLD |   74.0|677.9
 38022|SPRINGVALE                               |-23.5564|140.6978|QLD |  121.0|683.1
 29129|DEVONCOURT STATION                       |-21.2150|140.2333|QLD |  282.0|683.7
 18114|MARALINGA                                |-30.1591|131.5790|SA  |  290.0|684.3
 17037|MULOORINA STATION (MULOORINA HOMESTEAD)  |-29.2390|137.9058|SA  |    3.0|684.6
 14831|RIVEREN                                  |-17.9040|130.2271|NT  |  323.0|685.3
 16054|WYNBRING SIDING (TAR 377 MILE)           |-30.5567|133.5342|SA  |  152.1|685.5
 16045|MOUNT CHRISTIE (TAR 397 MILE)            |-30.5492|133.2167|SA  |  209.0|687.0
 13007|BALGO HILLS                              |-20.1417|127.9867|WA  |  420.0|687.9
 14840|WAVE HILL                                |-17.3869|131.1166|NT  |  196.0|689.6
 18112|BARTON                                   |-30.5183|132.6533|SA  |  150.3|691.6
 29167|CENTURY MINE                             |-18.7569|138.7056|QLD |  126.8|692.3
 16078|LYONS SDG (TAR 354 MILE)                 |-30.6367|133.9392|SA  |  156.0|692.7
 29124|MALBON RAILWAY STATION                   |-21.0667|140.3000|QLD |  254.0|695.4
 14833|KALKARINGI POLICE                        |-17.4466|130.8391|NT  |  167.0|695.7
 17062|CADELGA                                  |-26.0900|140.4067|SA  |   60.0|695.8
 17002|ALBERRIE CREEK                           |-29.6267|137.5367|SA  |   27.0|696.2
 29031|LAWN HILL                                |-18.5806|138.5811|QLD |   70.0|696.6
 29120|SELWYN WRC                               |-21.5333|140.5000|QLD |  370.5|698.0
 18145|IMMARNA                                  |-30.5000|132.1492|SA  |  213.4|700.4
 14702|MALLAPUNYAH                              |-16.9764|135.8129|NT  |  163.0|700.9
 16098|TARCOOLA AERO                            |-30.7051|134.5786|SA  |  123.0|703.1
 16044|TARCOOLA                                 |-30.7111|134.5694|SA  |  119.5|703.6
 17025|FINNISS SPRINGS                          |-29.7450|137.5050|SA  |   55.0|704.6
 16063|TARCOOLA (WILGENA DAMS)                  |-30.7283|134.6842|SA  |  144.8|706.6
 17063|KANOWANA                                 |-27.8383|139.6233|SA  |   22.0|708.3
 18108|OOLDEA RAILWAY                           |-30.4592|131.6825|SA  |  132.0|709.4
 37028|LUCKNOW STATION                          |-22.7172|140.9172|QLD |  185.0|711.8
 37042|TOOLEBUC                                 |-22.1644|140.8431|QLD |  215.7|714.4
 14802|CAMFIELD                                 |-17.0366|131.2940|NT  |  186.0|715.3
 16035|ROXBY DOWNS (PARAKYLIA STATION)          |-30.4027|136.3920|SA  |   84.0|715.3
 38017|MOUNT LEONARD STATION                    |-25.6883|140.7536|QLD |   64.0|716.4
 17076|MARREE (CLAYTON)                         |-29.2781|138.3823|SA  |   43.0|716.8
 18148|WATSON                                   |-30.4833|131.5167|SA  |  111.6|717.0
 29026|KAJABBI KALKADOON HOTEL                  |-20.0303|140.0378|QLD |  150.0|718.4
 29105|CARSLAND                                 |-20.5022|140.3165|QLD |  195.0|720.2
 14836|INVERWAY                                 |-17.8483|129.6360|NT  |  403.0|723.0
 38030|DAVENPORT DOWNS STATION                  |-24.1550|141.0983|QLD |  121.9|724.4
  2010|GORDON DOWNS                             |-18.7506|128.5842|WA  |  354.0|724.7
 17031|MARREE                                   |-29.6451|138.0639|SA  |   49.0|726.8
 37036|TREPELL AIRPORT                          |-21.8400|140.8925|QLD |  266.2|726.9
 17022|MOOMBA (TANTANNA)                        |-28.1696|139.6105|SA  |   20.0|727.1
 38008|DIAMANTINA LAKES                         |-23.7642|141.1414|QLD |   94.1|727.3
 17126|MARREE AERO                              |-29.6587|138.0684|SA  |   50.0|728.2
  2029|STURT CREEK                              |-19.1625|128.1633|WA  |  400.0|729.6
 29008|CLONCURRY MCILLWRAITH ST                 |-20.7087|140.5182|QLD |  196.0|729.6
 14628|TANUMBIRINI                              |-16.4550|134.6504|NT  |  165.0|729.7
 29141|CLONCURRY AIRPORT                        |-20.6664|140.5050|QLD |  186.0|730.1
 29009|CLONCURRY AERO                           |-20.6717|140.5083|QLD |  189.0|730.2
 14705|CALVERT HILLS                            |-17.2314|137.3309|NT  |  183.0|734.6
 16020|KINGOONYA                                |-30.9142|135.3156|SA  |  146.3|734.8
 14807|MONTEJINNI                               |-16.6651|131.7644|NT  |  174.0|735.2
 17019|CORDILLO DOWNS                           |-26.7061|140.6261|SA  |   71.0|739.2
 29100|GREGORY DOWNS OUTSTATION                 |-18.6419|139.2516|QLD |   78.0|739.4
 29091|COOLULLAH STATION                        |-19.8253|140.1608|QLD |  124.0|739.5
 16096|ROXBY DOWNS (OLYMPIC DAM AERODROME)      |-30.4869|136.8739|SA  |   99.2|741.4
 29022|GRANADA STATION                          |-20.0919|140.3675|QLD |  152.0|743.8
 17087|HADDON                                   |-26.3517|140.8283|SA  |  150.0|744.4
 29075|FORT CONSTANTINE STATION                 |-20.4744|140.5825|QLD |  162.0|745.3
 14626|DALY WATERS AIRSTRIP                     |-16.2637|133.3782|NT  |  209.8|746.2
 14618|DALY WATERS                              |-16.2529|133.3700|NT  |  211.8|747.4
 16065|ANDAMOOKA                                |-30.4490|137.1692|SA  |   76.0|750.4
 29081|GREGORY DOWNS STATION                    |-18.5030|139.2903|QLD |   76.0|751.7
 17068|TROUDANINNA                              |-29.0500|139.1667|SA  |   14.0|752.3
  2023|NICHOLSON                                |-18.0310|128.8941|WA  |  380.0|754.9
 29027|KAMILAROI STATION                        |-19.3600|140.0414|QLD |   91.4|755.2
 14835|KIRKIMBIE                                |-17.7333|129.2400|NT  |  379.0|755.9
 16040|ROXBY DOWNS STATION                      |-30.7037|136.7533|SA  |  110.0|756.5
 17055|MARREE (WITCHELINA STATION)              |-30.0213|138.0424|SA  |  165.0|756.7
 16011|EAST WELL                                |-30.9892|136.0172|SA  |  145.0|759.0
 14704|MCARTHUR RIVER MINE AIRPORT              |-16.4423|136.0760|NT  |   40.0|759.6
 29093|DOOMADGEE SHARP STREET                   |-17.9431|138.8219|QLD |   50.0|760.2
 14823|LIMBUNYA                                 |-17.2296|129.8873|NT  |  380.0|760.6
 14706|ROBINSON RIVER                           |-16.7622|136.9789|NT  |   65.0|761.2
 38007|CURRAWILLA STATION                       |-25.1425|141.3456|QLD |   93.0|761.3
 16009|COONDAMBO                                |-31.0623|135.8659|SA  |  155.0|761.9
 29065|NARDOO STATION                           |-18.7881|139.7119|QLD |  100.0|764.0
 29032|LORRAINE                                 |-19.0067|139.8961|QLD |   75.0|764.6
 14707|WOLLOGORANG                              |-17.2122|137.9462|NT  |   60.0|767.1
 16021|KOKATHA                                  |-31.2609|135.2374|SA  |  190.0|767.4
 13011|WARBURTON AIRFIELD                       |-26.1317|126.5839|WA  |  459.0|767.6
 29089|CLONAGH STATION                          |-20.1412|140.6808|QLD |  129.0|769.1
 16039|WOOMERA (PURPLE DOWNS)                   |-30.7888|136.8948|SA  |   85.0|769.9
 17123|MOOMBA AIRPORT                           |-28.0997|140.1956|SA  |   37.8|770.1
 37007|BRIGHTON DOWNS                           |-23.3594|141.5628|QLD |  110.0|770.2
 17096|MOOMBA                                   |-28.1125|140.2102|SA  |   39.0|772.0
 18110|COOK                                     |-30.6143|130.4136|SA  |  120.0|772.0
 29069|WESTMORELAND STATION                     |-17.3383|138.2508|QLD |   60.0|773.3
 17024|MARREE (FARINA)                          |-30.0660|138.2739|SA  |   91.0|773.4
 45028|ARRABURY STATION                         |-26.7614|141.0194|QLD |   76.0|777.5
 16050|WIRRAMINNA RAILWAY STATION               |-31.1667|136.1250|SA  |  151.0|779.1
 29034|MCKINLAY ROADHOUSE                       |-21.2718|141.2886|QLD |  164.0|781.1
 17065|EDIACARA                                 |-30.3983|137.9033|SA  |   80.0|781.1
 17039|MARREE (MURNPEOWIE)                      |-29.5897|139.0508|SA  |   98.0|783.8
 14825|VICTORIA RIVER DOWNS                     |-16.4030|131.0145|NT  |   88.5|784.5
 37027|LLANRHEIDOL STATION                      |-22.2833|141.6000|QLD |  225.6|786.2
 12240|ILKURLKA                                 |-28.3514|127.5169|WA  |  410.0|786.7
  2062|FOX RIVER                                |-18.4233|128.0308|WA  |  310.0|787.6
 29098|PENOLA DOWNS STATION                     |-21.5169|141.4478|QLD |  230.0|789.0
 14621|NUTWOOD DOWNS                            |-15.8087|134.1477|NT  |  183.0|790.6
 29001|AUGUSTUS DOWNS STATION                   |-18.5447|139.8706|QLD |   75.0|791.9
 14639|GILNOCKIE                                |-15.9178|132.3831|NT  |  210.0|793.2
 17029|LYNDHURST POST OFFICE                    |-30.2867|138.3458|SA  |  125.0|795.6
  2008|FLORA VALLEY OLD                         |-18.3167|128.0000|WA  |  290.0|797.0
 17009|AVONDALE                                 |-30.2314|138.4511|SA  |  150.0|797.1
 16000|WOOMERA (ARCOONA)                        |-31.0229|137.0494|SA  |  125.0|797.5
 17028|INNAMINCKA STATION                       |-27.7240|140.7633|SA  |   53.0|797.8
 17027|INNAMINCKA POLICE CAMP                   |-27.8000|140.7333|SA  |   50.7|799.1
 16001|WOOMERA AERODROME                        |-31.1558|136.8054|SA  |  166.6|800.4
 37052|MUNDURIN STATION                         |-22.8792|141.8364|QLD |  200.0|801.1
 14723|BORROLOOLA AIRPORT                       |-16.0755|136.3041|NT  |   16.1|801.4
 14710|BORROLOOLA                               |-16.0667|136.3000|NT  |   17.0|802.1
 17040|COPLEY (MYRTLE SPRINGS)                  |-30.4514|138.2156|SA  |  160.0|802.2
  2041|ORD RIVER REGENERATION STATION           |-17.3850|128.9231|WA  |  170.0|802.9
 18161|YALATA COMMUNITY                         |-31.4813|131.8387|SA  |   70.0|803.2
 29092|BRINARD STATION                          |-19.8392|140.9336|QLD |   90.0|805.6
  2026|RUBY PLAINS                              |-18.5959|127.6420|WA  |  450.0|805.7
  2024|ORD RIVER                                |-17.4000|128.8500|WA  |  149.6|806.2
 29017|EULOLO STATION                           |-21.2333|141.5500|QLD |  178.0|807.1
 17034|MOUNT LYNDHURST                          |-30.1828|138.7093|SA  |  215.0|808.3
 17100|BLANCHEWATER STATION                     |-29.5500|139.4667|SA  |   44.0|809.0
 16037|PIMBA                                    |-31.2517|136.7983|SA  |  180.0|809.1
 18015|NUNDROO (COLONA)                         |-31.6267|132.0667|SA  |   38.1|811.9
  2033|TURNER RIVER                             |-17.8000|128.3000|WA  |  202.0|812.0
 29071|FLORAVILLE DOWNS STATION                 |-18.2281|139.8739|QLD |   12.0|813.1
 14847|KIDMAN SPRINGS                           |-16.1177|130.9558|NT  |  100.0|813.2
 16024|LAKE EVERARD                             |-31.7397|135.1722|SA  |  200.0|813.5
 17005|LEIGH CREEK AERO                         |-30.4667|138.4075|SA  |  194.0|814.0
 14612|LARRIMAH                                 |-15.5748|133.2137|NT  |  180.0|816.1
  2011|OLD HALLS CREEK                          |-18.2519|127.7817|WA  |  360.0|817.5
 29086|COWAN DOWNS STATION                      |-18.9611|140.5386|QLD |   60.0|818.8
  2049|SOPHIE DOWNS                             |-18.1947|127.8147|WA  |  400.0|818.9
 14949|DELAMERE WEAPONS RANGE                   |-15.7441|131.9181|NT  |  221.0|820.1
 29020|GILLIAT POST OFFICE                      |-20.7000|141.5000|QLD |  120.0|820.4
 18042|CEDUNA (KOONIBBA RESERVE)                |-31.9017|133.4217|SA  |  120.0|820.4
 18002|PENONG (PENALUMBA)                       |-31.8310|132.6262|SA  |   44.0|821.5
 45012|NAPPA MERRIE                             |-27.5964|141.1069|QLD |   66.0|821.6
 29030|LANDS END STATION                        |-20.4247|141.4047|QLD |  100.0|822.1
 17018|COPLEY                                   |-30.5564|138.4222|SA  |  235.0|822.3
 29077|BURKETOWN AIRPORT                        |-17.7483|139.5356|QLD |    5.7|822.6
 29007|CANOBIE                                  |-19.4764|140.9317|QLD |   55.0|823.5
 29004|BURKETOWN POST OFFICE                    |-17.7425|139.5475|QLD |    5.5|823.8
 18060|NUNDROO                                  |-31.7782|132.2038|SA  |   36.0|823.8
 18140|WHITE WELL                               |-31.4336|131.0017|SA  |   60.0|823.8
 18147|HUGHES                                   |-30.7133|129.5117|SA  |  145.0|824.8
 16086|MOONAREE (KANGAROO WELL)                 |-31.7646|135.6494|SA  |  275.0|824.9
 17110|LEIGH CREEK AIRPORT                      |-30.5963|138.4219|SA  |  258.8|825.6
 18033|CEDUNA (GOODE)                           |-31.9674|133.7658|SA  |  132.0|825.8
 29049|WERRINA STATION                          |-20.4436|141.4553|QLD |  100.0|826.0
 29015|EDDINGTON STATION                        |-20.6528|141.5486|QLD |  112.0|826.6
 18063|PENONG                                   |-31.9320|133.0056|SA  |   16.0|826.7
 29099|DALGONALLY STATION                       |-20.1236|141.3186|QLD |   90.0|826.9
 18182|CEDUNA (UWORRA)                          |-31.9661|133.3316|SA  |   77.0|827.4
  2012|HALLS CREEK METEOROLOGICAL OFFICE        |-18.2291|127.6636|WA  |  422.0|827.9
